Incomplete links at the end of container 0
Container, 0, 0, 0, 16009.4, 16009.4, 0
Link, 0, 0-LINK4-LINK4, 0, 0, 0, G, l2, l11
Variable, l12, bandwidth_used, 3737.28, 16009.4, 12272.1, 0
Container, 0, LINK, 0, 16009.4, 16009.4, l11
Variable, l11, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l11, latency, 0, 16009.4, 16009.4, 0.0052
Container, 0, LINK, 0, 16009.4, 16009.4, l10
Variable, l10, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l10, latency, 0, 16009.4, 16009.4, 0.004
Variable, l10, bandwidth_used, 15410.7, 15416, 5.23832, 62.9877
Variable, l10, bandwidth_used, 15416, 15454.6, 38.6502, 0
Variable, l10, bandwidth_used, 15454.6, 15778.7, 324.083, 91.5094
Variable, l10, bandwidth_used, 15778.7, 15890.7, 111.977, 110.227
Variable, l10, bandwidth_used, 15890.7, 15907.6, 16.9205, 121.25
Variable, l10, bandwidth_used, 15907.6, 15933.3, 25.7142, 134.722
Variable, l10, bandwidth_used, 15933.3, 15983.2, 49.8397, 151.563
Variable, l10, bandwidth_used, 15983.2, 15990.4, 7.2063, 173.214
Variable, l10, bandwidth_used, 15990.4, 16000.7, 10.3295, 202.083
Variable, l10, bandwidth_used, 16000.7, 16003.9, 3.19138, 242.5
Variable, l10, bandwidth_used, 16003.9, 16004.8, 0.967566, 303.125
Variable, l10, bandwidth_used, 16004.8, 16007, 2.11756, 404.167
Variable, l10, bandwidth_used, 16007, 16008, 1.03531, 606.25
Variable, l10, bandwidth_used, 16008, 16009.4, 1.42549, 1212.5
Container, 0, LINK, 0, 16009.4, 16009.4, l9
Variable, l9, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l9, latency, 0, 16009.4, 16009.4, 0.0048
Variable, l9, bandwidth_used, 12141.6, 12167.7, 26.0617, 23.5898
Variable, l9, bandwidth_used, 12167.7, 14601.6, 2433.9, 0
Variable, l9, bandwidth_used, 14601.6, 14627.4, 25.8074, 36.3034
Variable, l9, bandwidth_used, 14627.4, 14843.1, 215.764, 37.4239
Variable, l9, bandwidth_used, 14843.1, 15043.8, 200.657, 38.6158
Variable, l9, bandwidth_used, 15043.8, 15108.2, 64.3776, 0
Variable, l9, bandwidth_used, 15108.2, 15147.2, 38.9912, 44.2533
Variable, l9, bandwidth_used, 15147.2, 15208.2, 61.0161, 45.9297
Variable, l9, bandwidth_used, 15208.2, 15363.9, 155.72, 0
Variable, l9, bandwidth_used, 15363.9, 15386.3, 22.4419, 62.5012
Variable, l9, bandwidth_used, 15386.3, 15400.2, 13.819, 0
Variable, l9, bandwidth_used, 15400.2, 15406, 5.80569, 69.6847
Variable, l9, bandwidth_used, 15406, 15410.7, 4.76254, 73.9338
Variable, l9, bandwidth_used, 15410.7, 15416, 5.23832, 62.9877
Variable, l9, bandwidth_used, 15416, 15428.9, 12.9112, 0
Variable, l9, bandwidth_used, 15428.9, 15452, 23.0823, 89.1557
Variable, l9, bandwidth_used, 15452, 15454.6, 2.65672, 0
Variable, l9, bandwidth_used, 15454.6, 15778.7, 324.083, 91.5094
Variable, l9, bandwidth_used, 15778.7, 15890.7, 111.977, 110.227
Variable, l9, bandwidth_used, 15890.7, 15907.6, 16.9205, 121.25
Variable, l9, bandwidth_used, 15907.6, 15933.3, 25.7142, 134.722
Variable, l9, bandwidth_used, 15933.3, 15983.2, 49.8397, 151.563
Variable, l9, bandwidth_used, 15983.2, 15990.4, 7.2063, 173.214
Variable, l9, bandwidth_used, 15990.4, 16000.7, 10.3295, 202.083
Variable, l9, bandwidth_used, 16000.7, 16003.9, 3.19138, 242.5
Variable, l9, bandwidth_used, 16003.9, 16004.8, 0.967566, 303.125
Variable, l9, bandwidth_used, 16004.8, 16007, 2.11756, 404.167
Variable, l9, bandwidth_used, 16007, 16008, 1.03531, 606.25
Variable, l9, bandwidth_used, 16008, 16009.4, 1.42549, 1212.5
Container, 0, LINK, 0, 16009.4, 16009.4, l8
Variable, l8, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l8, latency, 0, 16009.4, 16009.4, 0.002
Variable, l8, bandwidth_used, 9705.85, 10083.5, 377.605, 27.6835
Variable, l8, bandwidth_used, 10083.5, 10531.3, 447.813, 29.3592
Variable, l8, bandwidth_used, 10531.3, 11747, 1215.71, 22.5655
Variable, l8, bandwidth_used, 11747, 12141.6, 394.627, 30.6583
Variable, l8, bandwidth_used, 12141.6, 12167.7, 26.0617, 23.5898
Variable, l8, bandwidth_used, 12167.7, 12253.3, 85.6207, 32.0777
Variable, l8, bandwidth_used, 12253.3, 12535.4, 282.087, 32.9494
Variable, l8, bandwidth_used, 12535.4, 12570.1, 34.7609, 33.8698
Variable, l8, bandwidth_used, 12570.1, 12842.2, 272.039, 34.8432
Variable, l8, bandwidth_used, 12842.2, 12888.3, 46.0901, 35.8741
Variable, l8, bandwidth_used, 12888.3, 12971.4, 83.1691, 36.9678
Variable, l8, bandwidth_used, 12971.4, 13057.4, 85.9998, 38.1304
Variable, l8, bandwidth_used, 13057.4, 13226.1, 168.674, 39.3684
Variable, l8, bandwidth_used, 13226.1, 13243, 16.9352, 40.6896
Variable, l8, bandwidth_used, 13243, 13388.4, 145.4, 42.1024
Variable, l8, bandwidth_used, 13388.4, 13418.9, 30.4199, 43.617
Variable, l8, bandwidth_used, 13418.9, 13454.9, 36.041, 79.1774
Variable, l8, bandwidth_used, 13454.9, 14601.6, 1146.67, 33.9329
Variable, l8, bandwidth_used, 14601.6, 14627.4, 25.8074, 36.3034
Variable, l8, bandwidth_used, 14627.4, 14843.1, 215.764, 37.4239
Variable, l8, bandwidth_used, 14843.1, 15043.8, 200.657, 38.6158
Variable, l8, bandwidth_used, 15043.8, 15056.2, 12.4389, 39.8862
Variable, l8, bandwidth_used, 15056.2, 15083.5, 27.3136, 41.2429
Variable, l8, bandwidth_used, 15083.5, 15108.2, 24.625, 42.6952
Variable, l8, bandwidth_used, 15108.2, 15147.2, 38.9912, 44.2533
Variable, l8, bandwidth_used, 15147.2, 15208.2, 61.0161, 45.9297
Variable, l8, bandwidth_used, 15208.2, 15218.7, 10.5307, 47.7381
Variable, l8, bandwidth_used, 15218.7, 15226.1, 7.42396, 49.6852
Variable, l8, bandwidth_used, 15226.1, 15264.9, 38.765, 51.8181
Variable, l8, bandwidth_used, 15264.9, 15325.2, 60.3235, 54.1211
Variable, l8, bandwidth_used, 15325.2, 15355.9, 30.6513, 56.6497
Variable, l8, bandwidth_used, 15355.9, 15363.9, 8.02534, 59.4376
Variable, l8, bandwidth_used, 15363.9, 15386.3, 22.4419, 62.5012
Variable, l8, bandwidth_used, 15386.3, 15400.2, 13.819, 65.8857
Variable, l8, bandwidth_used, 15400.2, 15406, 5.80569, 69.6847
Variable, l8, bandwidth_used, 15406, 15410.7, 4.76254, 73.9338
Variable, l8, bandwidth_used, 15410.7, 15416, 5.23832, 62.9877
Variable, l8, bandwidth_used, 15416, 15428.9, 12.9112, 83.0493
Variable, l8, bandwidth_used, 15428.9, 15446.4, 17.4967, 267.451
Variable, l8, bandwidth_used, 15446.4, 15452, 5.58557, 178.312
Variable, l8, bandwidth_used, 15452, 15454.6, 2.65672, 89.156
Variable, l8, bandwidth_used, 15454.6, 15457.2, 2.623, 205.897
Variable, l8, bandwidth_used, 15457.2, 15778.7, 321.46, 91.5094
Variable, l8, bandwidth_used, 15778.7, 15890.7, 111.977, 110.227
Variable, l8, bandwidth_used, 15890.7, 15907.6, 16.9205, 121.25
Variable, l8, bandwidth_used, 15907.6, 15933.3, 25.7142, 134.722
Variable, l8, bandwidth_used, 15933.3, 15983.2, 49.8397, 151.563
Variable, l8, bandwidth_used, 15983.2, 15990.4, 7.2063, 173.214
Variable, l8, bandwidth_used, 15990.4, 16000.7, 10.3295, 202.083
Variable, l8, bandwidth_used, 16000.7, 16003.9, 3.19138, 242.5
Variable, l8, bandwidth_used, 16003.9, 16004.8, 0.967566, 303.125
Variable, l8, bandwidth_used, 16004.8, 16007, 2.11756, 404.167
Variable, l8, bandwidth_used, 16007, 16008, 1.03531, 606.25
Variable, l8, bandwidth_used, 16008, 16009.4, 1.42549, 1212.5
Container, 0, LINK, 0, 16009.4, 16009.4, l7
Variable, l7, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l7, latency, 0, 16009.4, 16009.4, 0.0046
Variable, l7, bandwidth_used, 10531.3, 11747, 1215.71, 22.5655
Variable, l7, bandwidth_used, 11747, 13418.9, 1671.88, 0
Variable, l7, bandwidth_used, 13418.9, 14601.6, 1182.71, 33.9329
Variable, l7, bandwidth_used, 14601.6, 15043.8, 442.228, 0
Variable, l7, bandwidth_used, 15043.8, 15056.2, 12.4389, 39.8862
Variable, l7, bandwidth_used, 15056.2, 15083.5, 27.3136, 41.2429
Variable, l7, bandwidth_used, 15083.5, 15108.2, 24.625, 42.6952
Variable, l7, bandwidth_used, 15108.2, 15208.2, 100.007, 0
Variable, l7, bandwidth_used, 15208.2, 15218.7, 10.5307, 47.7381
Variable, l7, bandwidth_used, 15218.7, 15226.1, 7.42396, 0
Variable, l7, bandwidth_used, 15226.1, 15264.9, 38.765, 51.8181
Variable, l7, bandwidth_used, 15264.9, 15355.9, 90.9748, 0
Variable, l7, bandwidth_used, 15355.9, 15363.9, 8.02534, 59.4376
Variable, l7, bandwidth_used, 15363.9, 15416, 52.0675, 0
Variable, l7, bandwidth_used, 15416, 15428.9, 12.9112, 83.0493
Variable, l7, bandwidth_used, 15428.9, 15454.6, 25.739, 89.156
Variable, l7, bandwidth_used, 15454.6, 15457.2, 2.623, 114.387
Variable, l7, bandwidth_used, 15457.2, 16009.4, 552.185, 0
Container, 0, LINK, 0, 16009.4, 16009.4, l6
Variable, l6, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l6, latency, 0, 16009.4, 16009.4, 0.0172
Variable, l6, bandwidth_used, 15218.7, 15226.1, 7.42396, 49.6852
Variable, l6, bandwidth_used, 15226.1, 15264.9, 38.765, 0
Variable, l6, bandwidth_used, 15264.9, 15325.2, 60.3235, 54.1211
Variable, l6, bandwidth_used, 15325.2, 15355.9, 30.6513, 56.6497
Variable, l6, bandwidth_used, 15355.9, 15386.3, 30.4673, 0
Variable, l6, bandwidth_used, 15386.3, 15400.2, 13.819, 65.8857
Variable, l6, bandwidth_used, 15400.2, 15428.9, 28.7177, 0
Variable, l6, bandwidth_used, 15428.9, 15446.4, 17.4967, 89.1389
Variable, l6, bandwidth_used, 15446.4, 16009.4, 563.05, 0
Container, 0, LINK, 0, 16009.4, 16009.4, l5
Variable, l5, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l5, latency, 0, 16009.4, 16009.4, 0.0114
Container, 0, LINK, 0, 16009.4, 16009.4, l4
Variable, l4, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l4, latency, 0, 16009.4, 16009.4, 0.0096
Container, 0, LINK, 0, 16009.4, 16009.4, l3
Variable, l3, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l3, latency, 0, 16009.4, 16009.4, 0.0094
Container, 0, LINK, 0, 16009.4, 16009.4, l2
Variable, l2, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l2, latency, 0, 16009.4, 16009.4, 0.007
Container, 0, LINK, 0, 16009.4, 16009.4, l1
Variable, l1, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l1, latency, 0, 16009.4, 16009.4, 0.014
Container, 0, LINK, 0, 16009.4, 16009.4, l0
Variable, l0, bandwidth, 0, 16009.4, 16009.4, 1250
Variable, l0, latency, 0, 16009.4, 16009.4, 0.0116
Variable, l0, bandwidth_used, 188.436, 448.229, 259.794, 1212.5
Variable, l0, bandwidth_used, 448.229, 1279.73, 831.496, 0
Variable, l0, bandwidth_used, 1279.73, 1287.44, 7.7152, 121.25
Variable, l0, bandwidth_used, 1287.44, 1489.73, 202.285, 0
Variable, l0, bandwidth_used, 1489.73, 2425.92, 936.195, 93.2692
Variable, l0, bandwidth_used, 2425.92, 3457.03, 1031.11, 101.042
Variable, l0, bandwidth_used, 3457.03, 3677.03, 220, 110.227
Variable, l0, bandwidth_used, 3677.03, 3922.4, 245.372, 121.25
Variable, l0, bandwidth_used, 3922.4, 3976.4, 54, 134.722
Variable, l0, bandwidth_used, 3976.4, 4016.4, 40, 151.563
Variable, l0, bandwidth_used, 4016.4, 4136.4, 120, 173.214
Variable, l0, bandwidth_used, 4136.4, 4158.9, 22.5, 202.083
Variable, l0, bandwidth_used, 4158.9, 4192.23, 33.3333, 242.5
Variable, l0, bandwidth_used, 4192.23, 4201.6, 9.36869, 303.125
Variable, l0, bandwidth_used, 4201.6, 4206.65, 5.05293, 404.167
Variable, l0, bandwidth_used, 4206.65, 4217.56, 10.9091, 606.25
Variable, l0, bandwidth_used, 4217.56, 4226.84, 9.27549, 1212.5
Variable, l0, bandwidth_used, 4226.84, 16009.4, 11782.6, 0
Container, 0, HOST, 0, 16009.4, 16009.4, r8
Variable, r8, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r7
Variable, r7, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r6
Variable, r6, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r5
Variable, r5, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r4
Variable, r4, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r3
Variable, r3, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r2
Variable, r2, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s9
Variable, s9, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r1
Variable, r1, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s8
Variable, s8, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s7
Variable, s7, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s6
Variable, s6, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s5
Variable, s5, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s4
Variable, s4, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s3
Variable, s3, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s2
Variable, s2, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s1
Variable, s1, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, s0
Variable, s0, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r9
Variable, r9, power, 0, 16009.4, 16009.4, 1e+06
Container, 0, HOST, 0, 16009.4, 16009.4, r0
Variable, r0, power, 0, 16009.4, 16009.4, 1e+06
